0.001,100.0,0.1043916796266313,0.011962967192070476,0.008633595555561502
0.005,100.0,0.4322572670802501,0.04562576717183785,0.02981469392148003
0.01,100.0,0.6951206934840981,0.0686236380823034,0.03893700612129118
0.05,100.0,1.089969183119605,0.11243317144538595,0.018400280080915515
0.1,100.0,1.0964316878594287,0.12500553771969233,0.005844982938081383
0.5,100.0,1.0964608113924048,0.1294390290661913,0.0014114925158648158
1.0,100.0,1.096460811392405,0.12943907603586852,0.0014114455461874283
5.0,100.0,-4.2642443505216865e+71,-4.422734969730151e+86,-4.4227349697301503e+86
10.0,100.0,-2.221359006540399e+104,-3.399340978890564e+119,-3.399340978890563e+119
0.8,30.0,1.096460811392405,0.12938629860463763,0.001464222977405121
